,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,month,day,year
89624,Cairns,18.0,28.4,3.8,6.0,9.3,ESE,35.0,SE,SE,9.0,28.0,89.0,53.0,1019.3,1015.6,7.0,4.0,21.3,26.9,Yes,Yes,10,0,2015
89625,Cairns,20.4,26.9,7.0,6.8,5.2,SE,50.0,S,SSE,17.0,20.0,86.0,81.0,1019.3,1016.3,7.0,7.0,23.4,23.5,Yes,Yes,10,1,2015
89626,Cairns,19.4,28.5,5.2,4.6,11.2,ENE,33.0,SSE,ENE,17.0,22.0,72.0,62.0,1018.8,1014.9,3.0,4.0,25.3,27.5,Yes,No,10,2,2015
89628,Cairns,17.5,28.2,0.0,5.6,11.1,NNE,31.0,SE,N,13.0,19.0,61.0,71.0,1016.6,1012.7,1.0,2.0,25.8,26.6,No,No,10,4,2015
89629,Cairns,19.7,29.8,0.0,6.0,11.1,ENE,28.0,E,NE,11.0,13.0,65.0,67.0,1017.6,1015.1,1.0,1.0,27.3,28.2,No,No,10,5,2015
89630,Cairns,22.2,30.7,0.0,6.8,11.0,E,35.0,ESE,NE,9.0,22.0,68.0,63.0,1018.9,1016.0,2.0,2.0,27.7,29.3,No,No,10,6,2015
89631,Cairns,23.5,30.6,0.0,7.2,10.9,E,39.0,ESE,E,19.0,26.0,61.0,52.0,1019.8,1016.3,4.0,1.0,27.4,28.9,No,No,10,0,2015
89632,Cairns,20.6,30.5,0.0,9.4,11.4,ENE,37.0,SSE,ENE,19.0,24.0,57.0,52.0,1019.0,1015.2,3.0,1.0,27.7,29.3,No,No,10,1,2015
89633,Cairns,20.5,30.1,0.0,8.0,11.3,E,35.0,SSE,NE,15.0,22.0,60.0,52.0,1018.8,1014.9,3.0,1.0,27.1,29.7,No,No,10,2,2015
89634,Cairns,19.4,29.3,0.0,7.4,11.8,ENE,33.0,ESE,ENE,9.0,24.0,63.0,63.0,1016.7,1013.9,3.0,1.0,27.2,27.9,No,No,10,3,2015
89635,Cairns,22.4,30.8,0.0,9.0,7.9,E,33.0,ESE,E,13.0,26.0,63.0,56.0,1017.0,1014.5,7.0,7.0,27.2,28.4,No,No,10,4,2015
89636,Cairns,21.5,31.5,0.8,6.0,8.9,ESE,39.0,SSE,ESE,15.0,20.0,72.0,41.0,1018.2,1014.3,3.0,3.0,26.8,29.9,No,Yes,10,5,2015
89637,Cairns,21.3,28.7,9.2,7.9,4.8,NE,31.0,S,ENE,11.0,24.0,90.0,63.0,1017.4,1013.5,8.0,3.0,23.6,28.3,Yes,Yes,11,6,2015
89639,Cairns,21.0,30.4,0.0,5.0,10.3,NE,33.0,SE,NE,11.0,26.0,64.0,63.0,1015.9,1012.7,3.0,1.0,27.1,29.2,No,No,11,1,2015
89640,Cairns,21.3,29.5,0.0,7.4,10.6,NE,33.0,NE,NE,17.0,17.0,66.0,65.0,1015.4,1011.6,3.0,4.0,27.9,28.0,No,No,11,2,2015
89641,Cairns,22.0,30.0,0.0,6.6,7.0,NNE,30.0,E,NNE,11.0,15.0,63.0,70.0,1014.6,1010.5,5.0,6.0,27.9,27.9,No,No,11,3,2015
89642,Cairns,23.9,30.5,0.4,8.0,5.7,NE,31.0,NE,NE,13.0,20.0,77.0,72.0,1014.1,1010.5,6.0,7.0,27.2,27.8,No,No,11,4,2015
89643,Cairns,22.0,30.6,0.0,5.2,10.8,NNE,30.0,ENE,NNE,11.0,17.0,65.0,63.0,1013.5,1010.0,2.0,2.0,28.7,29.0,No,No,11,5,2015
89644,Cairns,24.8,31.2,0.0,6.2,10.9,N,37.0,N,NNE,19.0,20.0,64.0,63.0,1013.3,1008.1,4.0,2.0,28.6,29.6,No,No,11,6,2015
89645,Cairns,24.2,31.5,0.2,8.1,6.5,NNE,33.0,NNW,N,13.0,20.0,78.0,68.0,1011.3,1007.5,3.0,4.0,28.1,29.1,No,Yes,11,0,2015
89646,Cairns,23.8,28.3,22.8,4.8,2.7,W,24.0,NNE,NE,9.0,13.0,96.0,74.0,1013.0,1010.0,8.0,7.0,23.9,27.7,Yes,Yes,11,1,2015
89647,Cairns,23.9,28.4,2.6,2.6,0.6,ENE,28.0,NE,NE,6.0,9.0,72.0,78.0,1014.4,1011.8,7.0,8.0,27.5,27.0,Yes,Yes,11,2,2015
89648,Cairns,23.1,31.3,8.2,4.1,10.5,ESE,39.0,SSE,SE,13.0,30.0,60.0,54.0,1016.5,1012.8,6.0,1.0,28.2,29.9,Yes,No,11,3,2015
89649,Cairns,22.6,30.0,0.0,7.4,9.9,NNE,30.0,SSE,NNE,11.0,22.0,65.0,61.0,1015.3,1011.4,7.0,3.0,27.7,29.2,No,No,11,4,2015
89650,Cairns,22.0,29.7,0.0,8.0,9.6,NE,30.0,SE,NNE,9.0,15.0,70.0,67.0,1013.1,1009.0,3.0,1.0,28.1,28.7,No,No,11,5,2015
89651,Cairns,23.5,30.2,0.0,8.0,9.5,N,39.0,N,N,24.0,17.0,61.0,69.0,1009.9,1007.0,2.0,5.0,29.0,28.5,No,Yes,11,6,2015
89652,Cairns,22.2,31.4,4.0,6.4,10.1,N,31.0,NW,NNE,7.0,17.0,60.0,77.0,1009.3,1007.3,4.0,5.0,29.8,28.5,Yes,No,11,0,2015
89653,Cairns,24.3,30.5,0.0,5.6,7.6,ENE,31.0,NNE,NE,13.0,15.0,83.0,68.0,1012.3,1010.6,5.0,5.0,27.5,29.5,No,Yes,11,1,2015
89654,Cairns,24.6,31.9,3.2,7.2,10.3,SE,50.0,SE,SE,24.0,37.0,69.0,46.0,1015.9,1012.6,6.0,1.0,28.1,31.2,Yes,Yes,11,2,2015
89655,Cairns,23.1,31.2,2.4,12.4,11.2,SE,65.0,SE,SE,30.0,37.0,54.0,39.0,1016.2,1012.6,2.0,1.0,28.3,30.5,Yes,No,11,3,2015
89656,Cairns,20.5,31.1,0.0,11.0,11.2,SE,50.0,SE,ESE,26.0,35.0,51.0,51.0,1014.8,1011.1,3.0,2.0,27.8,29.3,No,No,11,4,2015
89657,Cairns,23.1,31.7,0.0,8.0,6.9,SE,46.0,SSE,SE,26.0,26.0,61.0,66.0,1013.5,1010.1,4.0,6.0,28.2,29.1,No,Yes,11,5,2015
89658,Cairns,24.2,30.6,29.2,9.8,4.3,SE,35.0,S,E,17.0,22.0,85.0,69.0,1012.5,1009.8,7.0,7.0,26.7,29.6,Yes,Yes,11,6,2015
89659,Cairns,24.8,29.6,3.0,5.1,2.5,ENE,28.0,SSE,NE,7.0,13.0,84.0,82.0,1013.3,1010.4,8.0,6.0,27.5,28.2,Yes,Yes,11,0,2015
89660,Cairns,23.7,30.4,5.0,2.4,10.4,ENE,35.0,ENE,NNE,9.0,20.0,72.0,71.0,1013.3,1009.4,4.0,3.0,28.7,29.4,Yes,No,11,1,2015
89661,Cairns,22.7,30.8,0.2,8.0,10.3,SE,39.0,SE,E,17.0,15.0,63.0,51.0,1013.3,1010.4,4.0,1.0,27.9,29.8,No,No,11,2,2015
89662,Cairns,22.6,32.1,0.0,8.5,11.0,NE,33.0,SE,ENE,11.0,24.0,63.0,60.0,1013.1,1010.2,2.0,1.0,29.1,31.0,No,No,11,3,2015
89663,Cairns,21.3,32.1,0.0,7.4,11.5,NE,30.0,SE,NE,11.0,22.0,61.0,68.0,1012.9,1009.5,4.0,2.0,29.4,30.8,No,No,11,4,2015
89664,Cairns,23.6,31.7,0.0,6.8,11.9,NE,35.0,SE,NE,9.0,20.0,68.0,69.0,1013.5,1009.7,7.0,4.0,28.8,30.2,No,No,11,5,2015
89665,Cairns,23.6,31.1,0.0,7.6,10.9,NE,33.0,SE,NE,9.0,19.0,61.0,69.0,1013.4,1010.1,5.0,7.0,29.7,29.5,No,No,11,6,2015
89666,Cairns,22.3,31.0,0.0,4.0,9.9,ENE,30.0,E,NE,9.0,17.0,72.0,63.0,1012.9,1010.4,6.0,3.0,27.7,29.9,No,No,11,0,2015
89667,Cairns,22.7,32.8,0.0,6.4,8.1,E,35.0,SSE,ESE,17.0,20.0,62.0,52.0,1014.2,1011.3,3.0,7.0,29.4,30.8,No,No,12,1,2015
89668,Cairns,23.3,32.5,0.0,9.0,7.4,SSE,35.0,SSE,E,19.0,17.0,59.0,74.0,1013.7,1011.3,3.0,7.0,29.8,28.1,No,Yes,12,2,2015
89669,Cairns,24.4,31.2,17.2,5.2,6.8,SE,39.0,S,ESE,13.0,26.0,78.0,58.0,1015.4,1012.2,7.0,7.0,27.6,30.2,Yes,No,12,3,2015
89670,Cairns,24.8,32.1,0.2,7.4,11.3,SE,52.0,SE,ESE,28.0,30.0,59.0,53.0,1015.2,1012.6,3.0,3.0,29.8,31.7,No,No,12,4,2015
89671,Cairns,24.2,32.2,0.0,10.2,11.2,SE,39.0,SE,SE,22.0,31.0,63.0,52.0,1016.2,1012.1,3.0,1.0,29.3,31.1,No,No,12,5,2015
89672,Cairns,23.1,32.8,0.2,8.8,12.3,ESE,43.0,SSE,ESE,20.0,28.0,60.0,41.0,1015.0,1011.5,2.0,1.0,28.4,31.2,No,No,12,6,2015
89673,Cairns,21.5,32.2,0.0,9.4,11.7,SE,43.0,SSE,ESE,20.0,22.0,61.0,51.0,1015.6,1012.6,3.0,1.0,28.9,31.1,No,No,12,0,2015
89674,Cairns,24.0,32.2,0.4,11.1,12.3,ESE,44.0,SE,ESE,24.0,31.0,55.0,48.0,1016.8,1014.0,2.0,1.0,29.4,30.8,No,No,12,1,2015
89675,Cairns,23.1,32.0,0.0,8.2,9.5,E,44.0,SE,E,22.0,24.0,63.0,55.0,1017.0,1013.9,5.0,3.0,28.0,31.2,No,No,12,2,2015
89676,Cairns,23.9,32.5,0.0,8.0,11.9,ENE,37.0,SE,ENE,13.0,28.0,56.0,42.0,1015.7,1012.2,3.0,5.0,29.6,31.5,No,No,12,3,2015
89677,Cairns,20.3,31.5,0.0,10.8,11.4,NE,31.0,SSE,ENE,13.0,20.0,56.0,60.0,1013.4,1009.4,1.0,3.0,29.2,30.1,No,No,12,4,2015
89678,Cairns,22.9,31.3,0.0,8.0,9.6,NNE,28.0,N,NE,15.0,15.0,65.0,63.0,1010.6,1007.6,6.0,7.0,28.6,30.0,No,Yes,12,5,2015
89679,Cairns,24.2,31.1,2.8,7.2,2.1,E,44.0,SSE,ESE,9.0,13.0,81.0,68.0,1011.6,1009.5,8.0,8.0,27.7,28.0,Yes,Yes,12,6,2015
89680,Cairns,23.5,30.6,9.0,5.2,0.6,SE,35.0,SSE,SSE,11.0,11.0,86.0,87.0,1013.0,1010.9,7.0,7.0,25.8,26.9,Yes,Yes,12,0,2015
89681,Cairns,23.5,32.3,7.6,8.0,11.6,E,35.0,SSE,E,15.0,22.0,64.0,54.0,1011.7,1008.8,1.0,2.0,29.2,31.5,Yes,No,12,1,2015
89682,Cairns,23.8,31.7,0.0,5.4,10.2,NE,31.0,ESE,E,13.0,24.0,60.0,55.0,1010.9,1007.6,5.0,4.0,29.2,30.5,No,Yes,12,2,2015
89683,Cairns,23.7,31.6,3.2,5.7,3.1,SE,30.0,SSE,E,9.0,19.0,76.0,60.0,1010.5,1008.4,6.0,5.0,27.5,30.6,Yes,No,12,3,2015
89684,Cairns,24.7,29.9,0.2,6.2,0.6,SE,41.0,SSE,SE,11.0,26.0,74.0,59.0,1011.6,1009.1,7.0,8.0,27.1,29.3,No,Yes,12,4,2015
89685,Cairns,24.2,31.9,1.6,4.8,3.9,SE,54.0,SSE,SSE,17.0,20.0,77.0,60.0,1012.1,1009.9,6.0,7.0,26.8,27.9,Yes,No,12,5,2015
89686,Cairns,23.3,29.2,0.2,6.2,1.3,S,39.0,S,SSE,17.0,15.0,75.0,93.0,1012.4,1010.1,7.0,8.0,26.9,25.0,No,Yes,12,6,2015
89687,Cairns,23.3,31.2,18.8,4.8,6.1,SE,50.0,S,SE,15.0,33.0,76.0,59.0,1013.6,1010.6,8.0,5.0,25.7,30.3,Yes,Yes,12,0,2015
89688,Cairns,24.3,31.4,1.8,6.6,2.3,SE,44.0,SSE,SE,17.0,31.0,75.0,68.0,1013.3,1009.4,7.0,6.0,28.3,28.8,Yes,Yes,12,1,2015
89689,Cairns,24.1,28.2,44.6,4.2,0.0,ENE,35.0,SSE,SSE,15.0,15.0,86.0,88.0,1010.7,1008.0,8.0,8.0,26.5,25.8,Yes,Yes,12,2,2015
89690,Cairns,23.7,27.9,60.4,2.8,0.0,S,30.0,SSE,SSE,13.0,15.0,93.0,78.0,1009.4,1006.4,8.0,8.0,24.7,27.6,Yes,Yes,12,3,2015
89691,Cairns,22.5,29.8,4.8,2.2,2.1,NE,22.0,SE,NNE,13.0,13.0,80.0,79.0,1009.2,1006.6,6.0,8.0,26.5,27.6,Yes,Yes,12,4,2015
89692,Cairns,24.6,29.8,6.0,4.0,2.6,NNE,22.0,SSE,N,9.0,13.0,84.0,80.0,1009.3,1006.4,7.0,7.0,27.7,28.5,Yes,No,12,5,2015
89693,Cairns,24.5,31.0,0.4,4.2,9.0,NE,30.0,E,NNE,7.0,17.0,72.0,77.0,1009.9,1006.5,6.0,5.0,29.2,29.9,No,Yes,12,6,2015
89695,Cairns,24.0,31.1,16.4,5.4,1.3,SSE,41.0,S,SSE,9.0,24.0,78.0,96.0,1008.9,1005.5,8.0,8.0,27.5,25.5,Yes,Yes,12,1,2015
89696,Cairns,23.0,25.7,71.8,14.0,0.0,SSE,41.0,SSE,S,28.0,22.0,100.0,88.0,1010.6,1009.3,8.0,8.0,23.0,23.3,Yes,Yes,12,2,2015
89697,Cairns,22.4,28.9,16.4,6.6,0.7,SE,33.0,S,S,22.0,15.0,77.0,71.0,1012.6,1009.5,7.0,8.0,25.3,26.9,Yes,No,12,3,2015
89698,Cairns,23.0,28.9,0.8,1.5,3.0,E,30.0,SE,E,15.0,15.0,83.0,66.0,1011.8,1008.5,7.0,5.0,25.5,28.1,No,Yes,1,4,2016
89699,Cairns,23.2,29.8,7.2,3.6,7.5,N,24.0,NE,ENE,6.0,11.0,77.0,75.0,1009.9,1005.6,5.0,5.0,27.7,29.3,Yes,No,1,5,2016
89700,Cairns,23.6,30.6,0.6,5.0,6.8,N,35.0,NNE,N,19.0,19.0,75.0,66.0,1006.9,1004.0,3.0,7.0,28.9,29.1,No,No,1,6,2016
89701,Cairns,24.0,34.6,0.2,3.7,10.4,W,35.0,NW,N,19.0,22.0,64.0,64.0,1007.7,1004.5,3.0,2.0,29.2,30.8,No,No,1,0,2016
89702,Cairns,23.1,35.3,0.0,8.0,12.6,N,31.0,SSE,N,11.0,15.0,43.0,41.0,1009.5,1005.7,1.0,1.0,32.1,32.6,No,No,1,1,2016
89703,Cairns,21.2,36.1,0.0,8.2,12.8,N,26.0,SE,N,7.0,15.0,49.0,40.0,1009.8,1007.0,0.0,1.0,31.4,33.3,No,No,1,2,2016
89706,Cairns,25.2,31.8,0.0,7.0,10.1,NE,30.0,SE,NE,11.0,17.0,68.0,67.0,1016.5,1014.0,3.0,2.0,30.4,31.1,No,No,1,5,2016
89707,Cairns,24.9,32.3,0.0,5.6,6.5,ESE,31.0,SE,NE,13.0,20.0,68.0,64.0,1016.2,1013.2,5.0,5.0,29.2,30.2,No,Yes,1,6,2016
89708,Cairns,24.4,32.6,2.8,6.0,10.5,ESE,39.0,SE,ESE,15.0,24.0,66.0,53.0,1015.2,1012.3,3.0,0.0,29.3,31.2,Yes,No,1,0,2016
89709,Cairns,22.5,33.0,0.0,10.5,12.2,SSE,33.0,SSE,ESE,17.0,20.0,59.0,42.0,1015.2,1012.0,5.0,3.0,29.4,32.7,No,No,1,1,2016
89710,Cairns,21.8,33.0,0.0,10.0,12.6,E,37.0,S,ESE,13.0,26.0,61.0,48.0,1015.4,1012.1,3.0,3.0,28.3,31.9,No,No,1,2,2016
89711,Cairns,23.8,30.9,0.0,7.8,8.1,ESE,33.0,SSE,ENE,13.0,15.0,63.0,57.0,1014.6,1011.8,2.0,5.0,28.6,29.9,No,No,1,3,2016
89712,Cairns,21.9,32.3,0.0,6.2,11.5,NE,31.0,S,NE,13.0,20.0,66.0,58.0,1013.4,1009.9,2.0,1.0,28.9,31.7,No,No,1,4,2016
89713,Cairns,24.7,32.6,0.0,8.4,10.8,ENE,33.0,SE,NE,11.0,20.0,69.0,60.0,1013.0,1010.4,4.0,2.0,28.9,31.3,No,Yes,1,5,2016
89714,Cairns,24.6,33.4,2.2,9.0,10.5,E,35.0,SSE,E,13.0,24.0,71.0,54.0,1013.4,1010.5,4.0,3.0,28.5,32.3,Yes,Yes,1,6,2016
89715,Cairns,24.1,33.2,9.2,7.0,9.7,ENE,35.0,SSE,E,13.0,28.0,73.0,57.0,1013.0,1010.4,7.0,5.0,28.5,31.6,Yes,Yes,1,0,2016
89716,Cairns,24.1,31.6,9.0,8.1,4.9,SE,46.0,SSE,SE,15.0,22.0,80.0,67.0,1014.4,1011.8,8.0,0.0,27.2,30.0,Yes,No,1,1,2016
89717,Cairns,24.1,32.9,0.0,5.5,12.0,ESE,35.0,SSE,ESE,19.0,26.0,69.0,52.0,1015.9,1011.8,2.0,1.0,29.1,31.5,No,No,1,2,2016
89718,Cairns,22.9,32.8,0.0,10.4,6.1,ESE,44.0,SSE,NE,22.0,19.0,67.0,83.0,1014.1,1011.3,6.0,7.0,28.7,27.7,No,No,1,3,2016
89719,Cairns,24.4,32.4,0.0,6.8,8.1,E,37.0,S,ESE,15.0,20.0,83.0,59.0,1013.5,1009.6,8.0,1.0,27.0,30.8,No,No,1,4,2016
89720,Cairns,21.6,30.4,0.0,8.1,12.1,N,28.0,SE,NE,11.0,15.0,65.0,61.0,1012.7,1008.2,1.0,6.0,28.2,29.5,No,No,1,5,2016
89721,Cairns,22.6,31.0,0.0,8.0,9.1,N,35.0,NNW,NNE,11.0,17.0,64.0,71.0,1009.5,1006.6,6.0,4.0,29.2,29.5,No,No,1,6,2016
89722,Cairns,26.2,31.9,0.0,4.0,4.2,NE,33.0,W,NNE,11.0,17.0,69.0,74.0,1010.6,1007.4,7.0,6.0,28.6,30.4,No,Yes,1,0,2016
89724,Cairns,25.8,31.1,0.2,0.6,3.2,NNE,30.0,SSE,E,9.0,17.0,79.0,77.0,1010.1,1007.2,8.0,7.0,29.4,29.9,No,Yes,1,2,2016
89726,Cairns,26.1,32.3,0.2,3.2,7.4,N,37.0,SE,N,7.0,20.0,83.0,75.0,1008.5,1005.4,7.0,7.0,29.1,31.1,No,Yes,1,4,2016
89727,Cairns,26.5,31.8,5.2,6.2,8.1,NNE,30.0,NNW,N,4.0,19.0,83.0,75.0,1009.1,1006.3,7.0,6.0,29.2,31.4,Yes,Yes,1,5,2016
89728,Cairns,25.8,31.7,10.2,6.6,8.2,NNE,37.0,NNW,N,11.0,17.0,81.0,77.0,1010.3,1007.5,3.0,2.0,30.1,30.4,Yes,Yes,1,6,2016
89729,Cairns,25.7,31.9,2.2,6.2,9.8,N,31.0,ENE,NNE,2.0,15.0,75.0,76.0,1011.1,1007.9,5.0,7.0,29.7,30.7,Yes,No,2,0,2016
89730,Cairns,26.1,31.8,0.6,6.0,10.8,N,37.0,N,N,9.0,24.0,77.0,75.0,1009.5,1006.9,5.0,7.0,30.0,31.4,No,No,2,1,2016
89731,Cairns,26.9,32.7,0.0,4.1,8.7,N,41.0,N,N,15.0,24.0,75.0,79.0,1008.1,1004.3,6.0,8.0,31.1,31.7,No,No,2,2,2016
89732,Cairns,27.3,33.8,0.0,8.0,5.5,NNW,33.0,WNW,NNE,17.0,11.0,71.0,79.0,1005.9,1002.9,8.0,8.0,31.2,31.4,No,No,2,3,2016
89733,Cairns,25.9,32.3,0.0,6.2,2.9,N,33.0,WNW,N,11.0,20.0,73.0,79.0,1004.4,1001.0,7.0,7.0,30.3,30.9,No,Yes,2,4,2016
89734,Cairns,25.7,34.1,6.2,4.0,10.4,NNE,28.0,SW,N,6.0,15.0,71.0,71.0,1003.9,1001.8,7.0,7.0,31.4,31.5,Yes,Yes,2,5,2016
89735,Cairns,26.3,34.4,3.4,4.8,9.9,NNE,30.0,SE,N,9.0,13.0,75.0,73.0,1006.7,1004.4,6.0,3.0,31.3,32.5,Yes,No,2,6,2016
89736,Cairns,26.8,34.8,0.0,7.2,9.1,SE,35.0,SSE,SE,11.0,17.0,77.0,65.0,1009.5,1005.5,7.0,3.0,31.6,32.9,No,Yes,2,0,2016
89737,Cairns,24.3,31.4,1.2,7.0,3.8,SSE,39.0,SSE,SSW,17.0,15.0,72.0,93.0,1009.1,1007.3,5.0,8.0,29.2,26.3,Yes,Yes,2,1,2016
89738,Cairns,25.7,31.4,6.6,5.2,1.0,SE,48.0,SSE,S,15.0,17.0,74.0,73.0,1009.0,1006.4,7.0,7.0,28.7,28.3,Yes,Yes,2,2,2016
89739,Cairns,24.1,32.6,1.2,5.0,6.4,ESE,41.0,SSE,ESE,15.0,22.0,73.0,59.0,1009.0,1006.2,2.0,6.0,28.5,31.2,Yes,No,2,3,2016
89740,Cairns,24.0,33.4,0.0,8.0,11.8,SE,33.0,SSE,ESE,15.0,20.0,65.0,55.0,1010.2,1005.6,3.0,3.0,29.2,33.1,No,No,2,4,2016
89741,Cairns,21.9,31.6,0.0,6.2,11.9,NE,30.0,SSE,NE,15.0,19.0,63.0,67.0,1009.2,1006.2,1.0,4.0,29.2,29.9,No,No,2,5,2016
89742,Cairns,19.8,31.8,0.0,7.4,11.9,NNE,26.0,NW,N,2.0,15.0,56.0,51.0,1009.0,1005.9,4.0,3.0,28.5,30.6,No,No,2,6,2016
89743,Cairns,21.1,33.1,0.0,7.4,11.8,N,28.0,WSW,NNE,9.0,13.0,52.0,54.0,1009.9,1006.3,2.0,7.0,29.0,31.6,No,No,2,0,2016
89744,Cairns,22.2,36.6,0.0,6.4,11.6,WNW,28.0,SE,NNE,9.0,13.0,58.0,61.0,1009.2,1005.9,5.0,3.0,30.0,32.6,No,No,2,1,2016
89745,Cairns,23.1,37.9,0.0,6.6,10.1,WNW,37.0,E,ENE,9.0,19.0,57.0,66.0,1007.4,1004.5,2.0,2.0,31.5,33.5,No,No,2,2,2016
89746,Cairns,26.2,34.5,0.0,8.2,6.7,N,28.0,W,N,11.0,17.0,58.0,48.0,1008.0,1005.3,6.0,3.0,30.1,33.5,No,No,2,3,2016
89747,Cairns,24.6,34.4,0.0,8.0,8.2,NNE,31.0,WSW,NE,6.0,17.0,55.0,66.0,1010.3,1007.5,1.0,6.0,31.2,33.9,No,No,2,4,2016
89748,Cairns,24.1,34.0,0.0,4.8,11.5,NNE,33.0,SE,NE,13.0,17.0,64.0,71.0,1013.3,1009.5,1.0,1.0,31.0,32.4,No,No,2,5,2016
89749,Cairns,27.0,35.4,0.0,7.2,10.1,NE,33.0,SE,ENE,11.0,20.0,64.0,53.0,1014.4,1010.4,2.0,1.0,31.6,34.1,No,No,2,6,2016
89750,Cairns,25.7,34.1,0.0,9.6,8.7,SE,50.0,SSE,ESE,17.0,19.0,61.0,62.0,1013.5,1010.4,1.0,4.0,30.8,31.7,No,Yes,2,0,2016
89751,Cairns,24.7,31.7,38.6,10.0,1.7,SSE,52.0,S,SSE,17.0,17.0,85.0,95.0,1012.1,1009.4,7.0,8.0,27.9,26.4,Yes,Yes,2,1,2016
89753,Cairns,23.8,32.6,1.0,4.8,11.1,E,33.0,SSE,E,13.0,24.0,69.0,54.0,1013.4,1010.6,1.0,2.0,29.0,31.6,No,No,2,3,2016
89754,Cairns,23.3,32.1,0.0,7.2,11.6,ENE,39.0,SSE,NE,15.0,20.0,67.0,62.0,1013.4,1009.5,1.0,1.0,28.5,31.1,No,No,2,4,2016
89755,Cairns,21.2,33.9,0.0,7.0,12.0,W,30.0,W,N,19.0,17.0,66.0,47.0,1011.7,1008.8,0.0,0.0,27.9,32.4,No,No,2,5,2016
89756,Cairns,21.3,32.0,0.0,7.4,10.7,ENE,30.0,SE,N,13.0,15.0,61.0,67.0,1013.3,1010.4,2.0,2.0,29.4,30.8,No,No,2,6,2016
89757,Cairns,23.2,32.4,0.0,5.2,10.9,N,26.0,SSE,N,15.0,17.0,75.0,69.0,1013.9,1009.5,1.0,1.0,28.7,31.0,No,No,2,0,2016
89758,Cairns,25.4,33.6,0.0,6.6,8.0,S,35.0,SSE,NE,17.0,19.0,68.0,64.0,1013.7,1009.3,5.0,4.0,28.2,31.5,No,No,3,1,2016
89759,Cairns,23.9,34.0,0.0,5.8,9.7,ESE,41.0,SE,NNE,11.0,20.0,66.0,63.0,1012.7,1008.4,2.0,3.0,29.7,32.7,No,Yes,3,2,2016
89760,Cairns,25.5,30.8,3.4,9.6,2.3,SE,52.0,S,SSE,11.0,24.0,87.0,72.0,1011.7,1008.8,4.0,7.0,26.5,29.5,Yes,Yes,3,3,2016
89762,Cairns,24.0,30.6,2.8,2.3,3.8,SSE,35.0,SSE,SE,15.0,17.0,93.0,71.0,1013.2,1009.4,8.0,6.0,25.0,29.9,Yes,Yes,3,5,2016
89763,Cairns,24.4,31.9,1.8,3.4,8.1,ENE,31.0,SE,NE,2.0,20.0,81.0,76.0,1012.6,1008.8,7.0,7.0,28.7,30.0,Yes,No,3,6,2016
89764,Cairns,24.7,32.4,0.0,6.2,6.1,ENE,31.0,SSE,NE,13.0,15.0,76.0,94.0,1011.6,1009.4,7.0,7.0,29.0,27.4,No,Yes,3,0,2016
89776,Cairns,22.8,32.8,0.0,5.0,9.6,NE,33.0,S,E,7.0,15.0,68.0,61.0,1007.3,1004.7,7.0,7.0,28.9,32.4,No,No,3,5,2016
89777,Cairns,22.8,32.9,0.0,5.2,10.3,ENE,28.0,W,NE,7.0,15.0,76.0,63.0,1009.9,1006.0,8.0,8.0,27.9,32.4,No,No,3,6,2016
89779,Cairns,24.7,31.4,0.0,5.2,10.5,NNE,24.0,ESE,N,7.0,13.0,83.0,77.0,1008.6,1005.6,7.0,6.0,29.3,30.7,No,No,3,1,2016
89780,Cairns,25.8,31.8,0.0,5.6,3.0,SE,31.0,SE,ENE,20.0,17.0,85.0,72.0,1012.5,1010.6,6.0,7.0,27.3,29.9,No,Yes,3,2,2016
89781,Cairns,24.9,32.4,3.0,3.8,6.4,SE,48.0,S,S,13.0,17.0,75.0,70.0,1015.6,1012.7,3.0,7.0,28.8,29.2,Yes,Yes,3,3,2016
89782,Cairns,23.4,31.0,8.8,6.8,5.4,SE,41.0,SSE,ESE,19.0,30.0,73.0,54.0,1015.2,1012.9,2.0,3.0,27.9,30.6,Yes,No,3,4,2016
89783,Cairns,21.9,32.2,0.4,8.4,10.8,SE,41.0,S,ESE,17.0,19.0,68.0,48.0,1014.5,1012.3,2.0,1.0,27.9,31.6,No,No,3,5,2016
89784,Cairns,22.0,32.0,0.0,6.6,8.7,NE,31.0,SSE,NE,7.0,20.0,65.0,65.0,1014.6,1011.4,4.0,3.0,28.5,30.7,No,No,3,6,2016
89785,Cairns,23.4,32.7,0.0,4.8,10.4,ENE,31.0,SSE,ESE,13.0,15.0,59.0,50.0,1015.6,1012.5,2.0,1.0,28.4,31.6,No,No,3,0,2016
89787,Cairns,21.6,32.7,0.0,9.6,11.2,SE,33.0,S,ESE,13.0,19.0,64.0,51.0,1015.1,1011.8,1.0,1.0,28.7,32.2,No,No,3,2,2016
89788,Cairns,21.2,32.6,0.0,5.6,10.8,SE,35.0,SSE,SE,11.0,26.0,63.0,50.0,1014.4,1010.9,2.0,4.0,28.5,31.8,No,No,3,3,2016
89789,Cairns,22.6,33.1,0.0,10.4,10.7,ESE,43.0,SSE,ESE,15.0,30.0,65.0,52.0,1014.3,1011.2,3.0,3.0,28.4,32.0,No,No,4,4,2016
