,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,month,day,year
21410,NorfolkIsland,14.5,19.4,1.8,7.8,11.6,SSW,46.0,SSW,S,28.0,28.0,56.0,56.0,1019.3,1018.2,2.0,6.0,16.7,17.6,Yes,No,10,0,2009
21411,NorfolkIsland,13.1,19.2,0.0,7.4,8.4,SW,46.0,SW,S,15.0,20.0,62.0,53.0,1021.2,1019.9,5.0,3.0,16.7,18.7,No,No,10,1,2009
21412,NorfolkIsland,14.1,19.5,0.0,4.8,11.8,S,31.0,S,ESE,19.0,20.0,59.0,60.0,1024.9,1023.8,2.0,3.0,18.2,18.6,No,No,10,2,2009
21413,NorfolkIsland,13.9,19.4,0.0,7.0,7.4,SW,35.0,E,SSW,7.0,17.0,48.0,49.0,1025.0,1023.2,7.0,3.0,17.4,18.5,No,No,10,3,2009
21414,NorfolkIsland,13.9,19.7,0.0,4.6,10.7,SW,31.0,WSW,SSW,13.0,20.0,59.0,55.0,1023.3,1021.0,5.0,1.0,17.6,18.7,No,No,10,4,2009
21415,NorfolkIsland,14.3,20.2,0.0,5.2,10.1,SSE,28.0,ESE,SSE,13.0,15.0,57.0,63.0,1021.8,1019.4,3.0,3.0,18.8,19.0,No,No,10,5,2009
21416,NorfolkIsland,11.0,20.3,0.0,5.8,11.1,WNW,26.0,W,WNW,9.0,15.0,60.0,59.0,1019.2,1017.3,1.0,3.0,18.6,19.5,No,No,10,6,2009
21417,NorfolkIsland,14.3,21.6,0.0,3.4,11.8,SW,35.0,NW,W,17.0,22.0,66.0,69.0,1019.3,1018.0,1.0,4.0,19.2,20.7,No,No,10,0,2009
21418,NorfolkIsland,16.7,20.2,0.0,8.0,10.0,SW,54.0,SW,S,28.0,26.0,63.0,58.0,1019.7,1018.9,3.0,7.0,18.6,17.3,No,No,10,1,2009
21419,NorfolkIsland,14.8,20.4,0.0,6.8,9.8,S,44.0,SSE,S,30.0,28.0,41.0,55.0,1020.3,1019.0,1.0,5.0,18.0,17.8,No,No,10,2,2009
21420,NorfolkIsland,14.8,20.9,0.2,6.8,7.0,S,41.0,S,S,22.0,24.0,71.0,69.0,1020.5,1018.8,7.0,3.0,17.0,18.4,No,No,10,3,2009
21421,NorfolkIsland,14.6,19.0,0.2,6.8,7.4,SE,39.0,SE,SE,19.0,19.0,56.0,52.0,1021.3,1019.8,7.0,6.0,16.5,17.6,No,No,10,4,2009
21422,NorfolkIsland,13.4,19.4,0.4,6.2,11.4,SE,37.0,SE,SE,19.0,20.0,50.0,54.0,1022.8,1021.3,5.0,1.0,17.1,17.8,No,No,10,5,2009
21423,NorfolkIsland,14.2,19.6,0.2,6.8,6.4,ESE,39.0,SE,SE,17.0,24.0,55.0,65.0,1022.6,1020.5,5.0,7.0,17.6,17.2,No,No,11,6,2009
21424,NorfolkIsland,14.1,19.6,0.4,5.4,12.4,SSE,33.0,SE,ESE,15.0,15.0,58.0,55.0,1021.2,1018.7,3.0,2.0,18.2,18.2,No,No,11,0,2009
21425,NorfolkIsland,15.4,21.4,0.0,5.8,10.5,W,37.0,W,WSW,20.0,24.0,63.0,57.0,1018.9,1017.5,2.0,3.0,18.8,20.7,No,Yes,11,1,2009
21426,NorfolkIsland,14.0,21.2,2.4,6.4,12.3,WSW,28.0,WNW,SW,9.0,19.0,71.0,64.0,1019.9,1019.1,1.0,3.0,19.0,20.3,Yes,No,11,2,2009
21427,NorfolkIsland,13.2,21.9,0.0,6.2,12.5,SW,22.0,SSW,S,4.0,9.0,60.0,61.0,1021.2,1020.2,0.0,1.0,20.5,21.2,No,No,11,3,2009
21428,NorfolkIsland,15.4,21.9,0.0,4.0,8.6,SW,24.0,SE,SSE,7.0,13.0,72.0,68.0,1024.5,1024.2,2.0,5.0,20.0,20.3,No,Yes,11,4,2009
21429,NorfolkIsland,16.6,20.1,2.4,3.0,1.1,ESE,43.0,ESE,SE,17.0,20.0,94.0,80.0,1027.4,1026.5,8.0,8.0,18.2,18.7,Yes,No,11,5,2009
21430,NorfolkIsland,15.2,19.4,0.0,4.0,4.7,SE,43.0,SE,SE,28.0,24.0,59.0,61.0,1027.4,1025.1,8.0,7.0,16.3,17.7,No,No,11,6,2009
21431,NorfolkIsland,15.9,20.4,0.0,7.6,3.3,S,39.0,SSE,S,22.0,22.0,52.0,58.0,1023.1,1020.4,7.0,7.0,17.4,17.8,No,No,11,0,2009
21432,NorfolkIsland,16.1,20.9,0.0,6.0,9.1,SSE,35.0,SSE,S,17.0,22.0,45.0,56.0,1020.3,1018.3,6.0,3.0,18.0,19.0,No,No,11,1,2009
21433,NorfolkIsland,15.4,21.1,0.0,6.6,10.2,SSW,33.0,SSW,SSW,17.0,24.0,63.0,55.0,1019.7,1018.2,7.0,1.0,19.3,20.1,No,No,11,2,2009
21434,NorfolkIsland,16.6,21.3,0.0,5.4,6.1,SSW,30.0,WSW,SW,19.0,17.0,64.0,70.0,1019.2,1016.8,2.0,7.0,20.1,20.4,No,No,11,3,2009
21435,NorfolkIsland,15.7,21.2,0.0,4.6,10.6,S,31.0,SSW,SW,19.0,20.0,64.0,51.0,1018.1,1017.0,2.0,1.0,19.6,20.0,No,No,11,4,2009
21436,NorfolkIsland,13.9,20.8,0.0,8.0,11.1,E,30.0,E,NE,20.0,13.0,58.0,59.0,1019.2,1017.8,1.0,3.0,19.4,19.8,No,No,11,5,2009
21437,NorfolkIsland,13.9,22.3,0.0,6.0,13.0,WNW,33.0,NNE,WNW,11.0,19.0,58.0,59.0,1016.7,1015.4,1.0,3.0,19.5,20.8,No,No,11,6,2009
21438,NorfolkIsland,15.8,22.8,0.0,6.0,12.6,WNW,35.0,WNW,WNW,15.0,22.0,68.0,60.0,1015.6,1013.7,1.0,1.0,20.3,21.8,No,No,11,0,2009
21439,NorfolkIsland,16.8,23.6,0.0,5.0,11.7,N,39.0,NNW,N,15.0,17.0,66.0,67.0,1014.1,1011.7,4.0,2.0,20.7,23.0,No,No,11,1,2009
21440,NorfolkIsland,19.9,23.8,0.0,5.4,10.5,NW,44.0,NW,NW,26.0,22.0,86.0,78.0,1011.9,1010.7,7.0,2.0,21.7,22.4,No,Yes,11,2,2009
21441,NorfolkIsland,17.7,21.7,2.8,7.8,7.6,SE,37.0,SE,SE,20.0,24.0,61.0,63.0,1016.2,1015.5,7.0,7.0,19.9,20.4,Yes,No,11,3,2009
21442,NorfolkIsland,16.7,21.3,0.0,8.0,3.0,SSE,37.0,E,ESE,19.0,19.0,62.0,61.0,1019.8,1018.4,7.0,7.0,18.6,19.7,No,No,11,4,2009
21443,NorfolkIsland,16.6,21.6,0.0,6.0,6.1,NE,35.0,SE,NNE,13.0,15.0,65.0,60.0,1020.9,1019.1,7.0,6.0,18.9,20.3,No,No,11,5,2009
21444,NorfolkIsland,17.0,22.5,0.0,6.0,10.1,ENE,35.0,E,ENE,15.0,13.0,62.0,61.0,1021.7,1021.3,5.0,5.0,20.3,21.8,No,No,11,6,2009
21445,NorfolkIsland,16.4,21.7,0.0,6.2,2.7,ENE,33.0,E,E,17.0,17.0,66.0,67.0,1022.8,1021.3,7.0,7.0,20.1,20.2,No,No,11,0,2009
21446,NorfolkIsland,17.6,22.1,0.0,5.4,3.5,SE,39.0,SE,SE,15.0,28.0,75.0,71.0,1023.1,1022.2,7.0,7.0,19.7,20.6,No,No,11,1,2009
21447,NorfolkIsland,18.2,23.0,0.0,7.0,6.7,SE,39.0,SSE,SSE,20.0,24.0,82.0,70.0,1021.1,1019.1,7.0,4.0,20.9,21.6,No,No,11,2,2009
21448,NorfolkIsland,17.5,22.7,0.0,5.8,13.0,SSE,35.0,SE,SE,22.0,24.0,66.0,60.0,1019.6,1018.1,1.0,0.0,21.0,21.5,No,No,11,3,2009
21449,NorfolkIsland,16.1,23.1,0.0,8.6,13.0,E,35.0,E,E,20.0,22.0,62.0,62.0,1018.6,1016.3,1.0,1.0,21.7,21.7,No,No,11,4,2009
21450,NorfolkIsland,15.5,23.9,0.0,8.0,13.1,WNW,35.0,NNW,WNW,15.0,20.0,66.0,63.0,1015.5,1013.8,4.0,2.0,21.2,22.1,No,No,11,5,2009
21451,NorfolkIsland,17.7,24.7,0.0,8.0,13.1,NW,31.0,NW,N,15.0,15.0,68.0,60.0,1015.5,1013.5,4.0,1.0,21.4,23.5,No,No,11,6,2009
21452,NorfolkIsland,20.0,24.3,0.0,6.4,4.6,N,44.0,NNE,NE,26.0,26.0,79.0,95.0,1014.3,1012.1,6.0,8.0,22.8,19.9,No,Yes,11,0,2009
21453,NorfolkIsland,19.1,25.0,12.8,2.0,11.9,NNW,30.0,NNW,N,17.0,15.0,79.0,74.0,1014.5,1013.9,2.0,2.0,22.6,23.9,Yes,No,12,1,2009
21454,NorfolkIsland,21.1,25.4,0.0,5.0,10.3,NW,41.0,NNW,WNW,22.0,22.0,88.0,90.0,1015.4,1015.3,7.0,7.0,23.2,23.4,No,No,12,2,2009
21455,NorfolkIsland,20.1,24.6,0.0,6.2,11.3,SW,31.0,SSW,S,19.0,15.0,76.0,65.0,1015.2,1014.6,7.0,2.0,22.4,23.1,No,No,12,3,2009
21456,NorfolkIsland,17.6,23.9,0.0,6.4,12.3,SSE,35.0,SSE,SSE,24.0,22.0,70.0,54.0,1017.7,1017.1,5.0,1.0,21.4,22.8,No,No,12,4,2009
21457,NorfolkIsland,16.8,23.2,0.0,7.4,13.1,S,30.0,S,SSE,15.0,19.0,48.0,45.0,1019.8,1018.4,2.0,1.0,21.3,22.6,No,No,12,5,2009
21458,NorfolkIsland,17.4,23.8,0.0,9.2,10.7,W,26.0,NNE,SE,11.0,13.0,53.0,54.0,1020.0,1018.7,7.0,2.0,21.6,21.7,No,No,12,6,2009
21459,NorfolkIsland,16.5,24.5,0.0,7.0,13.3,SSE,28.0,S,SSE,13.0,13.0,49.0,57.0,1020.4,1019.2,1.0,1.0,22.5,22.6,No,No,12,0,2009
21460,NorfolkIsland,17.1,24.8,0.0,10.0,11.9,NE,28.0,ESE,E,17.0,13.0,62.0,57.0,1019.3,1017.8,1.0,4.0,23.2,24.3,No,No,12,1,2009
21461,NorfolkIsland,17.4,24.5,0.0,5.4,8.3,ENE,30.0,ENE,ENE,11.0,17.0,56.0,57.0,1018.5,1017.1,3.0,3.0,23.5,23.4,No,No,12,2,2009
21462,NorfolkIsland,17.5,25.7,0.0,5.4,12.7,NE,31.0,NE,ENE,15.0,17.0,67.0,58.0,1018.8,1017.1,3.0,3.0,23.4,23.2,No,No,12,3,2009
21465,NorfolkIsland,17.5,25.9,0.0,6.2,10.9,SSE,31.0,NE,SE,17.0,11.0,68.0,55.0,1016.2,1015.2,3.0,2.0,22.1,24.2,No,No,12,6,2009
21466,NorfolkIsland,18.3,24.0,0.0,4.0,5.8,SE,30.0,SE,SE,15.0,15.0,85.0,68.0,1016.5,1015.3,7.0,5.0,20.5,23.0,No,No,12,0,2009
21467,NorfolkIsland,17.4,23.7,0.0,5.2,8.8,SE,52.0,WSW,SE,15.0,26.0,64.0,54.0,1016.7,1016.4,1.0,7.0,22.1,21.6,No,No,12,1,2009
21468,NorfolkIsland,17.1,22.3,0.0,8.4,11.9,SE,52.0,SE,SE,26.0,28.0,44.0,42.0,1020.3,1020.2,1.0,3.0,20.7,20.8,No,No,12,2,2009
21469,NorfolkIsland,17.2,22.7,0.0,11.0,9.5,ESE,46.0,ESE,SE,19.0,24.0,53.0,54.0,1024.1,1023.2,7.0,2.0,20.0,20.7,No,No,12,3,2009
21470,NorfolkIsland,15.6,23.4,0.0,9.0,12.8,E,35.0,ENE,ENE,28.0,22.0,51.0,52.0,1023.5,1022.0,1.0,1.0,21.3,22.2,No,No,12,4,2009
21471,NorfolkIsland,15.4,24.9,0.0,6.0,13.0,ENE,35.0,NNE,NNE,17.0,7.0,58.0,42.0,1020.8,1018.9,1.0,1.0,21.8,24.6,No,No,12,5,2009
21472,NorfolkIsland,17.7,24.9,0.0,8.2,11.7,WNW,33.0,NW,WNW,9.0,22.0,49.0,60.0,1018.1,1016.3,5.0,2.0,23.9,24.5,No,No,12,6,2009
21473,NorfolkIsland,20.1,25.1,0.0,8.4,6.5,WSW,28.0,W,SE,15.0,17.0,71.0,74.0,1016.7,1016.4,7.0,7.0,23.0,23.0,No,No,12,0,2009
21474,NorfolkIsland,19.4,24.8,0.0,7.0,8.8,ENE,48.0,ENE,ENE,28.0,31.0,68.0,68.0,1018.7,1018.3,5.0,7.0,22.6,22.5,No,No,12,1,2009
21475,NorfolkIsland,19.0,25.0,0.0,8.0,10.2,E,48.0,E,E,31.0,30.0,68.0,63.0,1020.2,1019.4,7.0,1.0,22.3,22.7,No,No,12,2,2009
21476,NorfolkIsland,17.9,24.1,0.0,7.8,12.6,ESE,35.0,E,SE,22.0,22.0,65.0,60.0,1020.3,1019.2,3.0,6.0,22.6,22.7,No,Yes,12,3,2009
21477,NorfolkIsland,18.9,25.1,2.0,7.4,11.4,E,48.0,ENE,ENE,28.0,28.0,74.0,67.0,1022.0,1020.2,6.0,4.0,23.2,23.9,Yes,No,12,4,2009
21478,NorfolkIsland,19.5,25.1,0.0,9.6,12.3,E,50.0,E,E,35.0,31.0,63.0,56.0,1023.0,1021.2,6.0,2.0,23.1,23.9,No,No,12,5,2009
21479,NorfolkIsland,18.7,25.2,0.0,8.0,7.2,E,41.0,ESE,ENE,11.0,22.0,67.0,66.0,1023.5,1021.7,7.0,7.0,22.4,23.1,No,No,12,6,2009
21480,NorfolkIsland,19.4,25.4,0.0,8.0,11.7,ENE,41.0,E,ENE,26.0,24.0,65.0,62.0,1022.2,1021.1,3.0,3.0,22.7,22.9,No,No,12,0,2009
21481,NorfolkIsland,17.5,25.4,0.0,8.0,11.4,ENE,33.0,E,E,20.0,22.0,62.0,66.0,1021.8,1020.4,3.0,3.0,23.4,22.8,No,No,12,1,2009
21482,NorfolkIsland,17.6,25.3,0.0,6.0,12.7,SE,26.0,ESE,SE,13.0,15.0,62.0,62.0,1020.6,1018.9,3.0,7.0,22.9,23.2,No,No,12,2,2009
21483,NorfolkIsland,18.2,25.9,0.0,7.6,3.6,SE,41.0,SE,ESE,15.0,24.0,82.0,76.0,1019.9,1019.6,7.0,8.0,21.9,22.2,No,No,12,3,2009
21484,NorfolkIsland,18.6,24.5,0.0,7.4,5.2,E,50.0,E,E,26.0,31.0,53.0,55.0,1021.5,1019.6,1.0,2.0,22.4,23.4,No,No,1,4,2010
21485,NorfolkIsland,19.3,25.2,0.0,7.2,12.6,NE,35.0,NE,NE,19.0,22.0,77.0,73.0,1019.2,1017.6,6.0,4.0,22.5,23.4,No,No,1,5,2010
21486,NorfolkIsland,20.7,26.4,0.0,6.8,12.2,NNE,37.0,N,NW,19.0,19.0,73.0,70.0,1016.9,1015.4,4.0,7.0,23.8,24.2,No,No,1,6,2010
21487,NorfolkIsland,20.2,26.7,0.0,7.0,9.1,WNW,30.0,N,E,13.0,9.0,70.0,65.0,1015.4,1015.0,2.0,7.0,23.5,25.4,No,No,1,0,2010
21488,NorfolkIsland,20.9,24.7,0.0,6.0,0.9,ESE,41.0,ESE,E,17.0,28.0,85.0,79.0,1017.8,1017.1,8.0,7.0,22.5,23.2,No,No,1,1,2010
21489,NorfolkIsland,19.5,24.9,0.8,4.8,7.1,ESE,46.0,SE,E,22.0,30.0,82.0,68.0,1018.7,1017.6,7.0,6.0,21.2,23.3,No,No,1,2,2010
21490,NorfolkIsland,19.5,25.2,0.0,6.2,8.1,E,33.0,E,E,26.0,19.0,68.0,65.0,1017.2,1016.4,6.0,5.0,23.2,22.7,No,No,1,3,2010
21491,NorfolkIsland,18.7,26.0,0.0,5.0,12.7,SSE,37.0,SE,SE,19.0,20.0,60.0,59.0,1018.2,1017.0,2.0,4.0,23.1,24.2,No,No,1,4,2010
21492,NorfolkIsland,19.6,25.4,0.0,11.0,13.2,E,44.0,ESE,E,20.0,26.0,60.0,61.0,1019.2,1017.8,2.0,3.0,23.8,23.9,No,No,1,5,2010
21493,NorfolkIsland,18.8,25.2,0.0,8.0,10.4,SSE,31.0,SE,SSE,19.0,17.0,66.0,62.0,1017.2,1014.7,6.0,1.0,21.9,23.0,No,No,1,6,2010
21494,NorfolkIsland,17.2,26.4,0.0,7.2,5.9,SSE,44.0,W,S,19.0,19.0,71.0,95.0,1011.9,1010.7,5.0,8.0,24.1,20.6,No,No,1,0,2010
21495,NorfolkIsland,18.1,24.4,1.0,6.4,10.9,SSE,43.0,SSE,S,24.0,20.0,51.0,45.0,1014.0,1013.2,2.0,2.0,21.9,23.2,No,No,1,1,2010
21496,NorfolkIsland,17.6,24.1,0.0,8.4,11.5,SE,33.0,SE,SE,13.0,19.0,47.0,47.0,1017.0,1016.0,5.0,5.0,21.8,23.0,No,No,1,2,2010
21497,NorfolkIsland,17.8,24.7,0.0,9.0,11.8,S,37.0,S,SSE,19.0,24.0,62.0,57.0,1016.7,1014.5,6.0,2.0,21.1,23.8,No,No,1,3,2010
21498,NorfolkIsland,19.2,25.5,0.0,8.0,12.5,SSW,35.0,S,SSW,20.0,24.0,62.0,63.0,1014.0,1012.3,4.0,2.0,22.9,23.5,No,Yes,1,4,2010
21499,NorfolkIsland,19.2,24.3,1.2,6.6,12.7,SSE,31.0,SSE,SSW,20.0,22.0,62.0,54.0,1011.7,1010.9,5.0,4.0,21.7,23.2,Yes,No,1,5,2010
21500,NorfolkIsland,17.9,24.8,0.0,7.8,4.2,SSW,22.0,SSE,SE,9.0,4.0,59.0,59.0,1011.8,1010.6,7.0,6.0,22.5,23.4,No,No,1,6,2010
21501,NorfolkIsland,19.6,25.2,0.0,5.4,10.7,ENE,37.0,NNE,NNE,13.0,20.0,61.0,70.0,1012.5,1011.1,6.0,6.0,23.0,23.5,No,No,1,0,2010
21502,NorfolkIsland,21.4,26.3,0.0,6.8,10.0,NNE,50.0,NE,NE,28.0,31.0,76.0,76.0,1012.3,1010.1,6.0,7.0,23.8,24.4,No,Yes,1,1,2010
21503,NorfolkIsland,20.4,25.3,8.0,7.2,11.0,N,57.0,NW,SW,13.0,26.0,85.0,62.0,1006.2,1006.3,1.0,1.0,24.0,24.6,Yes,No,1,2,2010
21504,NorfolkIsland,20.4,26.8,0.0,8.4,12.8,WSW,48.0,WSW,WSW,28.0,31.0,62.0,64.0,1009.6,1009.0,1.0,3.0,24.1,24.9,No,No,1,3,2010
21505,NorfolkIsland,20.9,25.6,0.0,8.4,11.6,SSE,37.0,SSW,SSE,20.0,24.0,64.0,60.0,1012.9,1012.2,6.0,6.0,23.3,23.7,No,No,1,4,2010
21506,NorfolkIsland,18.1,24.6,0.0,8.6,10.3,SSE,33.0,SSW,S,19.0,24.0,81.0,59.0,1013.2,1011.8,7.0,7.0,20.5,23.1,No,No,1,5,2010
21507,NorfolkIsland,17.8,24.6,0.0,8.0,12.2,S,33.0,ESE,S,13.0,19.0,51.0,49.0,1015.2,1014.6,1.0,5.0,21.9,23.6,No,No,1,6,2010
21508,NorfolkIsland,17.1,24.9,0.0,7.2,12.0,S,28.0,E,SSE,6.0,13.0,56.0,59.0,1016.5,1015.0,1.0,6.0,23.4,24.6,No,No,1,0,2010
21509,NorfolkIsland,17.8,25.4,0.0,6.8,6.5,SW,24.0,NE,N,11.0,6.0,62.0,66.0,1015.5,1014.2,3.0,7.0,24.0,23.0,No,No,1,1,2010
21510,NorfolkIsland,18.4,26.0,0.0,4.8,12.0,ESE,33.0,ENE,SSE,17.0,15.0,67.0,58.0,1015.0,1013.9,5.0,3.0,23.5,24.3,No,No,1,2,2010
21511,NorfolkIsland,19.9,26.4,0.0,8.0,11.7,SE,39.0,SE,SE,22.0,24.0,66.0,58.0,1013.3,1011.8,4.0,2.0,23.8,25.0,No,No,1,3,2010
21512,NorfolkIsland,20.4,26.5,0.0,8.0,10.0,E,41.0,SE,SE,17.0,24.0,77.0,73.0,1012.5,1011.0,6.0,6.0,22.8,23.7,No,Yes,1,4,2010
21513,NorfolkIsland,19.9,26.1,1.6,4.2,7.6,SE,41.0,SE,SE,17.0,28.0,79.0,67.0,1013.1,1012.4,7.0,7.0,22.7,24.0,Yes,No,1,5,2010
21514,NorfolkIsland,20.7,25.4,0.4,6.2,11.0,SE,48.0,SE,SE,28.0,28.0,67.0,59.0,1013.3,1011.4,3.0,7.0,22.9,24.1,No,No,1,6,2010
21515,NorfolkIsland,19.4,25.2,0.0,7.6,11.8,S,33.0,S,SE,20.0,20.0,64.0,56.0,1009.3,1007.8,3.0,2.0,22.7,24.1,No,No,2,0,2010
21516,NorfolkIsland,19.8,26.4,0.0,9.6,10.0,E,54.0,ESE,SSE,20.0,22.0,73.0,73.0,1008.8,1007.0,5.0,5.0,23.5,24.4,No,Yes,2,1,2010
21517,NorfolkIsland,20.4,26.3,6.4,8.0,7.9,E,63.0,E,E,30.0,37.0,85.0,76.0,1012.0,1012.1,6.0,7.0,23.6,24.3,Yes,Yes,2,2,2010
21518,NorfolkIsland,19.7,26.0,7.0,7.2,9.1,E,74.0,E,E,41.0,41.0,79.0,65.0,1017.1,1015.4,6.0,5.0,23.1,25.0,Yes,No,2,3,2010
21519,NorfolkIsland,21.5,26.3,0.2,8.4,8.7,E,69.0,E,E,39.0,37.0,73.0,65.0,1017.2,1016.1,7.0,4.0,23.6,24.9,No,No,2,4,2010
21520,NorfolkIsland,21.1,25.8,0.0,10.2,9.6,ENE,54.0,E,E,30.0,31.0,70.0,62.0,1019.7,1017.9,7.0,6.0,23.2,25.2,No,Yes,2,5,2010
21521,NorfolkIsland,20.0,25.5,6.4,8.4,8.5,E,54.0,E,E,33.0,33.0,79.0,71.0,1020.3,1019.1,7.0,7.0,23.0,24.1,Yes,No,2,6,2010
21522,NorfolkIsland,20.5,25.8,0.0,6.8,12.6,ENE,41.0,E,E,24.0,28.0,65.0,65.0,1020.7,1019.4,2.0,4.0,23.8,24.5,No,No,2,0,2010
21523,NorfolkIsland,20.0,25.4,0.0,6.8,12.5,E,41.0,E,E,26.0,28.0,70.0,63.0,1020.8,1019.1,5.0,6.0,23.8,24.3,No,No,2,1,2010
21524,NorfolkIsland,18.3,25.0,0.2,7.4,10.2,SE,35.0,SE,SE,17.0,22.0,61.0,61.0,1019.4,1017.9,7.0,5.0,22.4,23.9,No,No,2,2,2010
21525,NorfolkIsland,18.6,25.8,0.0,7.4,12.5,E,35.0,SE,SE,19.0,24.0,67.0,65.0,1018.4,1017.4,4.0,3.0,22.6,22.7,No,No,2,3,2010
21526,NorfolkIsland,19.0,26.0,0.0,6.6,12.1,E,41.0,E,E,28.0,26.0,64.0,63.0,1018.6,1017.0,1.0,3.0,22.9,24.1,No,No,2,4,2010
21527,NorfolkIsland,20.8,25.9,0.0,5.8,12.2,ENE,31.0,NE,NE,22.0,17.0,72.0,61.0,1019.1,1017.2,2.0,1.0,23.1,25.1,No,No,2,5,2010
21529,NorfolkIsland,18.7,26.3,0.0,7.2,11.4,ENE,31.0,ENE,SE,17.0,19.0,68.0,62.0,1018.0,1016.6,5.0,5.0,23.3,24.8,No,No,2,0,2010
21530,NorfolkIsland,18.7,25.4,0.0,6.8,10.5,E,30.0,ENE,SE,17.0,17.0,62.0,52.0,1016.3,1014.1,7.0,1.0,23.1,25.0,No,No,2,1,2010
21531,NorfolkIsland,19.2,26.2,0.0,6.6,10.2,S,31.0,SE,SSE,13.0,20.0,61.0,56.0,1012.9,1011.2,6.0,5.0,22.6,24.2,No,No,2,2,2010
21532,NorfolkIsland,20.6,26.9,0.0,6.8,6.0,SSW,35.0,SSW,WSW,24.0,22.0,70.0,78.0,1009.6,1007.9,7.0,7.0,23.6,24.5,No,No,2,3,2010
21533,NorfolkIsland,20.4,25.5,0.2,5.2,4.6,SE,52.0,SSE,SE,24.0,31.0,76.0,53.0,1014.1,1015.2,7.0,2.0,22.8,24.0,No,No,2,4,2010
21534,NorfolkIsland,19.6,25.5,0.0,8.8,6.4,ESE,46.0,ESE,ESE,20.0,26.0,65.0,52.0,1020.5,1019.3,7.0,3.0,21.9,24.3,No,No,2,5,2010
21535,NorfolkIsland,19.9,26.0,1.0,7.6,7.5,E,52.0,ENE,E,30.0,30.0,91.0,64.0,1022.1,1021.3,8.0,5.0,19.9,24.3,No,No,2,6,2010
21537,NorfolkIsland,20.7,25.4,0.0,6.4,4.2,E,33.0,E,E,20.0,20.0,65.0,60.0,1019.1,1016.6,7.0,6.0,23.8,24.4,No,No,2,1,2010
21538,NorfolkIsland,19.5,24.1,0.0,5.2,0.3,NE,20.0,NE,S,11.0,13.0,74.0,91.0,1015.9,1015.0,7.0,7.0,23.3,22.6,No,Yes,2,2,2010
21539,NorfolkIsland,20.1,26.3,2.2,1.4,5.3,SE,26.0,SE,SE,11.0,19.0,83.0,72.0,1016.9,1016.8,6.0,5.0,23.5,24.4,Yes,No,2,3,2010
21540,NorfolkIsland,20.6,23.9,0.6,3.8,1.2,SE,44.0,SE,SE,26.0,26.0,87.0,82.0,1020.5,1019.8,7.0,8.0,21.9,22.3,No,Yes,2,4,2010
21541,NorfolkIsland,20.2,26.4,5.0,5.0,11.0,E,52.0,E,SE,31.0,26.0,64.0,62.0,1021.7,1020.1,3.0,2.0,23.4,24.2,Yes,No,2,5,2010
21542,NorfolkIsland,19.7,26.3,0.0,6.4,11.9,E,35.0,SE,SE,15.0,22.0,57.0,64.0,1019.9,1017.5,1.0,2.0,23.4,24.0,No,No,2,6,2010
21543,NorfolkIsland,18.7,26.4,0.0,7.8,5.6,ENE,33.0,ENE,ENE,20.0,20.0,70.0,71.0,1015.6,1013.0,4.0,6.0,23.8,24.1,No,No,3,0,2010
21544,NorfolkIsland,21.9,26.2,0.0,4.8,0.5,NNW,41.0,N,WNW,11.0,24.0,78.0,76.0,1010.6,1008.7,8.0,7.0,24.0,24.0,No,No,3,1,2010
21545,NorfolkIsland,21.1,25.7,0.0,4.0,10.1,SE,41.0,SSE,SE,19.0,19.0,68.0,70.0,1010.6,1009.7,4.0,6.0,23.8,23.5,No,No,3,2,2010
21546,NorfolkIsland,19.7,25.0,0.0,6.8,5.9,SE,43.0,SSE,SE,20.0,24.0,74.0,56.0,1012.9,1012.0,7.0,7.0,20.9,24.0,No,No,3,3,2010
21547,NorfolkIsland,19.9,24.8,0.0,7.0,9.5,SSE,41.0,SE,SE,24.0,24.0,61.0,50.0,1014.1,1012.4,7.0,2.0,22.3,23.2,No,No,3,4,2010
21548,NorfolkIsland,19.9,25.5,0.0,9.2,3.9,SE,39.0,SSE,SE,17.0,24.0,58.0,51.0,1014.2,1012.7,7.0,5.0,22.7,24.2,No,No,3,5,2010
21549,NorfolkIsland,19.6,25.3,0.2,6.8,9.2,E,44.0,SE,E,26.0,28.0,71.0,65.0,1015.2,1014.0,5.0,3.0,22.3,23.9,No,Yes,3,6,2010
21550,NorfolkIsland,19.7,24.9,3.6,7.6,8.6,S,41.0,S,SE,20.0,20.0,61.0,49.0,1017.6,1016.0,6.0,7.0,21.6,23.7,Yes,No,3,0,2010
21551,NorfolkIsland,18.7,25.2,0.0,7.6,9.2,S,33.0,SE,SSE,17.0,24.0,53.0,54.0,1017.7,1016.6,3.0,2.0,22.3,23.5,No,No,3,1,2010
21552,NorfolkIsland,18.8,25.0,0.0,8.0,10.8,S,33.0,SSE,SSE,13.0,19.0,54.0,52.0,1018.6,1017.6,1.0,4.0,22.4,24.1,No,No,3,2,2010
21553,NorfolkIsland,18.7,25.3,0.0,7.4,10.0,SSE,35.0,S,SSE,19.0,22.0,59.0,54.0,1019.8,1019.1,5.0,3.0,23.5,23.8,No,No,3,3,2010
