,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Location_encoded,Target_encoded,month,day,year
42521,2017-05-31,Williamtown,8.1,17.4,0.0,3.4,10.9,SSW,44.0,WNW,SW,24.0,31.0,63.0,53.0,1024.8,1024.8,3.0,6.0,13.0,14.5,No,0.26980627561195647,1,5,2,2017
42522,2017-06-01,Williamtown,7.6,17.4,2.6,2.0,0.7,SSW,46.0,W,SSW,17.0,28.0,61.0,53.0,1031.9,1030.5,7.0,3.0,12.5,16.5,Yes,0.26980627561195647,0,6,3,2017
42523,2017-06-02,Williamtown,6.7,18.3,0.0,1.2,8.9,SSW,43.0,WNW,SSW,17.0,28.0,65.0,55.0,1032.0,1029.9,8.0,8.0,11.8,16.7,No,0.26980627561195647,1,6,4,2017
42524,2017-06-03,Williamtown,11.1,16.6,3.8,11.6,12.0,S,35.0,WNW,SW,15.0,17.0,83.0,89.0,1030.0,1027.5,8.0,8.0,13.1,15.4,Yes,0.25892384101330584,1,6,5,2017
42525,2017-06-04,Williamtown,11.0,18.5,23.6,1.2,7.1,S,28.0,WNW,S,13.0,19.0,91.0,65.0,1027.6,1024.1,7.0,2.0,13.4,17.8,Yes,0.26734796698003327,0,6,6,2017
42526,2017-06-05,Williamtown,7.3,18.5,0.2,8.0,12.7,NW,26.0,NW,WSW,19.0,6.0,94.0,60.0,1024.9,1021.6,6.0,8.0,10.6,18.0,No,0.2673927765248021,0,6,0,2017
42527,2017-06-06,Williamtown,7.1,18.0,0.2,5.4,12.6,SSW,57.0,WNW,SSW,33.0,11.0,68.0,66.0,1019.9,1017.2,6.0,8.0,11.4,13.1,No,0.26590760580177936,1,6,1,2017
42528,2017-06-07,Williamtown,7.7,14.4,12.6,1.0,9.6,W,41.0,W,SW,22.0,20.0,97.0,90.0,1018.6,1018.0,8.0,7.0,10.5,13.3,Yes,0.26734796698003327,1,6,2,2017
42529,2017-06-08,Williamtown,10.5,17.6,49.2,5.8,13.5,SE,39.0,WSW,SE,15.0,15.0,97.0,87.0,1022.3,1021.3,8.0,8.0,14.3,16.9,Yes,0.26590760580177936,1,6,3,2017
42530,2017-06-09,Williamtown,13.3,15.4,27.8,4.0,11.5,NE,31.0,WSW,ENE,11.0,11.0,98.0,94.0,1026.4,1025.9,7.0,8.0,13.8,14.1,Yes,0.26980627561195647,1,6,4,2017
42531,2017-06-10,Williamtown,10.8,18.2,42.6,3.8,8.1,ESE,35.0,NW,SE,7.0,15.0,99.0,79.0,1030.3,1028.6,7.0,4.0,13.1,17.7,Yes,0.25892384101330584,1,6,5,2017
42532,2017-06-11,Williamtown,10.9,18.7,4.4,9.0,9.5,SSW,20.0,ESE,S,7.0,13.0,99.0,86.0,1028.6,1025.4,8.0,8.0,14.9,17.0,Yes,0.26734796698003327,1,6,6,2017
42533,2017-06-12,Williamtown,10.1,20.2,1.8,4.8,7.5,SE,22.0,NW,S,13.0,15.0,100.0,66.0,1024.6,1023.0,8.0,3.0,12.9,19.2,Yes,0.25892384101330584,1,6,0,2017
42534,2017-06-13,Williamtown,12.1,20.8,8.6,2.6,6.5,SSE,37.0,SSE,SSE,22.0,19.0,66.0,65.0,1027.9,1027.5,1.0,8.0,18.2,19.2,Yes,0.26590760580177936,1,6,1,2017
42535,2017-06-14,Williamtown,12.9,19.3,13.2,6.6,7.5,SW,24.0,SSW,WSW,13.0,9.0,98.0,79.0,1030.5,1027.7,7.0,3.0,15.3,18.8,Yes,0.26734796698003327,1,6,2,2017
42536,2017-06-15,Williamtown,10.7,19.6,4.2,5.8,8.2,NW,24.0,WNW,NNW,11.0,9.0,100.0,70.0,1027.5,1024.4,7.0,7.0,13.3,19.0,Yes,0.25892384101330584,0,6,3,2017
42537,2017-06-16,Williamtown,11.2,18.8,0.0,0.6,9.6,WNW,26.0,WNW,SSW,19.0,15.0,97.0,70.0,1025.5,1022.8,0.0,6.0,13.0,18.5,No,0.2673927765248021,0,6,4,2017
42538,2017-06-17,Williamtown,12.8,18.4,0.0,6.2,3.9,SW,26.0,NW,NNW,11.0,11.0,89.0,82.0,1023.4,1020.8,8.0,8.0,14.6,17.3,No,0.26590760580177936,0,6,5,2017
42539,2017-06-18,Williamtown,11.9,17.6,0.0,7.4,12.1,SSE,50.0,W,SSE,17.0,30.0,92.0,77.0,1023.8,1023.9,7.0,8.0,13.6,17.3,No,0.26590760580177936,1,6,6,2017
42540,2017-06-19,Williamtown,12.9,19.8,36.2,11.0,9.5,W,37.0,SW,SSW,20.0,24.0,86.0,75.0,1028.5,1027.0,8.0,2.0,14.7,18.5,Yes,0.26980627561195647,0,6,0,2017
45495,2017-03-26,Wollongong,17.4,26.2,4.2,6.8,11.5,N,24.0,ESE,NE,0.0,15.0,83.0,74.0,1015.7,1014.7,6.0,7.0,20.9,25.3,Yes,0.23274448683712468,0,3,6,2017
45496,2017-03-27,Wollongong,20.9,25.9,0.0,6.6,11.5,NE,48.0,NNW,NE,22.0,41.0,73.0,78.0,1016.4,1010.9,1.0,7.0,22.4,24.2,No,0.24563368385068243,0,3,0,2017
45497,2017-03-28,Wollongong,19.9,22.3,0.0,2.6,11.9,SSW,61.0,SSW,S,22.0,15.0,77.0,77.0,1014.4,1012.6,8.0,8.0,20.5,21.9,No,0.23724771258090924,0,3,1,2017
45498,2017-03-29,Wollongong,20.4,26.6,0.0,5.0,10.3,NNE,24.0,SW,NNE,0.0,15.0,89.0,82.0,1012.0,1006.9,8.0,0.0,22.1,25.9,No,0.23871404731580773,0,3,2,2017
45499,2017-03-30,Wollongong,22.1,24.3,0.6,13.0,6.6,SW,65.0,SW,SSW,24.0,41.0,91.0,86.0,1008.4,1009.6,8.0,8.0,24.3,17.6,No,0.23274448683712468,1,3,3,2017
45500,2017-03-31,Wollongong,14.1,20.4,37.0,1.4,8.9,SSW,57.0,SW,S,28.0,39.0,59.0,64.0,1017.0,1016.2,6.0,7.0,16.4,20.0,Yes,0.23724771258090924,0,3,4,2017
45501,2017-04-01,Wollongong,14.0,23.1,0.0,1.8,3.8,S,44.0,NW,E,9.0,11.0,70.0,57.0,1018.1,1016.9,7.0,1.0,18.7,22.5,No,0.2398122782952107,1,4,5,2017
45502,2017-04-02,Wollongong,14.8,20.3,14.6,3.0,0.9,SSW,59.0,SW,SSW,24.0,37.0,80.0,62.0,1026.1,1025.8,8.0,1.0,16.4,20.1,Yes,0.23871404731580773,1,4,6,2017
45503,2017-04-03,Wollongong,13.4,20.0,18.6,1.4,11.7,S,65.0,SW,S,20.0,56.0,87.0,85.0,1029.3,1028.4,8.0,8.0,15.6,16.8,Yes,0.23724771258090924,1,4,0,2017
45504,2017-04-04,Wollongong,14.3,20.4,10.4,1.8,11.1,SE,48.0,SW,SSE,20.0,28.0,76.0,62.0,1029.0,1027.4,3.0,8.0,18.0,19.8,Yes,0.23871404731580773,1,4,1,2017
45505,2017-04-05,Wollongong,15.6,21.5,14.6,4.4,9.9,SE,50.0,WSW,SE,9.0,17.0,78.0,55.0,1026.7,1023.9,4.0,8.0,17.8,20.5,Yes,0.24563368385068243,0,4,2,2017
45506,2017-04-06,Wollongong,13.1,22.9,0.0,2.6,9.3,E,22.0,SSW,ENE,13.0,13.0,59.0,52.0,1026.1,1024.1,3.0,7.0,19.7,21.8,No,0.23724771258090924,0,4,3,2017
45507,2017-04-07,Wollongong,14.4,23.1,0.0,2.6,9.7,NE,24.0,SSE,NE,4.0,13.0,60.0,42.0,1028.4,1025.9,1.0,8.0,20.2,22.2,No,0.2398122782952107,0,4,4,2017
45508,2017-04-08,Wollongong,16.4,24.5,0.0,8.4,7.5,NE,43.0,NW,NE,15.0,33.0,59.0,66.0,1025.4,1020.7,6.0,1.0,21.5,21.8,No,0.23724771258090924,0,4,5,2017
45509,2017-04-09,Wollongong,16.4,25.7,0.0,4.4,4.5,W,87.0,NNE,NE,11.0,13.0,62.0,64.0,1014.5,1006.1,0.0,8.0,21.9,24.6,No,0.23274448683712468,1,4,6,2017
45510,2017-04-10,Wollongong,11.4,19.5,11.8,7.4,10.7,NW,70.0,NW,WSW,46.0,24.0,56.0,50.0,1007.5,1007.9,1.0,1.0,14.3,17.5,Yes,0.24563368385068243,0,4,0,2017
45511,2017-04-11,Wollongong,14.3,22.1,0.0,6.8,4.2,S,61.0,SSW,SSW,37.0,44.0,54.0,59.0,1017.3,1018.3,6.0,8.0,19.4,21.3,No,0.2398122782952107,0,4,1,2017
45512,2017-04-12,Wollongong,16.1,20.7,0.0,6.6,8.6,SSW,54.0,SSW,S,28.0,41.0,68.0,87.0,1024.2,1023.0,8.0,8.0,19.1,17.8,No,0.23274448683712468,0,4,2,2017
45513,2017-04-13,Wollongong,15.3,21.2,0.8,1.6,9.7,SSW,39.0,SW,S,19.0,26.0,70.0,58.0,1024.0,1020.9,7.0,0.0,18.6,20.4,No,0.23274448683712468,0,4,3,2017
45514,2017-04-14,Wollongong,14.3,22.0,0.0,1.2,9.0,SSE,30.0,SE,SSE,6.0,20.0,63.0,59.0,1021.8,1019.1,1.0,5.0,19.7,21.1,No,0.2398122782952107,0,4,4,2017
45515,2017-04-15,Wollongong,14.7,21.8,0.0,8.2,10.9,SSW,24.0,S,ESE,19.0,11.0,73.0,64.0,1021.2,1018.8,6.0,1.0,18.9,21.1,No,0.23274448683712468,0,4,5,2017
45516,2017-04-16,Wollongong,16.6,24.7,0.0,3.4,2.4,S,48.0,NW,S,24.0,37.0,67.0,50.0,1019.6,1017.9,7.0,7.0,20.2,21.0,No,0.2398122782952107,0,4,6,2017
45517,2017-04-17,Wollongong,15.9,22.6,0.0,2.7,4.9,SE,15.0,S,E,7.0,9.0,63.0,62.0,1024.2,1022.3,7.0,1.0,20.2,22.3,No,0.24563368385068243,0,4,0,2017
45518,2017-04-18,Wollongong,15.5,23.5,0.0,5.2,8.4,ESE,24.0,WNW,E,0.0,15.0,66.0,65.0,1027.0,1025.6,1.0,1.0,21.4,22.2,No,0.24563368385068243,0,4,1,2017
45519,2017-04-19,Wollongong,16.5,22.3,0.0,10.6,7.5,E,30.0,SW,SSE,11.0,17.0,65.0,68.0,1031.2,1029.1,8.0,8.0,20.0,21.0,No,0.23274448683712468,1,4,2,2017
45520,2017-04-20,Wollongong,17.0,23.1,5.2,16.0,3.8,NE,33.0,SSE,NE,6.0,26.0,82.0,66.0,1030.2,1027.2,1.0,1.0,20.5,22.2,Yes,0.24563368385068243,0,4,3,2017
45521,2017-04-21,Wollongong,16.0,23.8,0.0,4.4,9.9,ENE,26.0,N,NE,17.0,17.0,60.0,72.0,1028.1,1024.7,3.0,7.0,21.3,21.3,No,0.23871404731580773,0,4,4,2017
45522,2017-04-22,Wollongong,17.8,23.3,0.0,5.6,1.8,N,31.0,N,N,9.0,15.0,78.0,77.0,1025.7,1022.6,7.0,8.0,19.6,20.8,No,0.2398122782952107,0,4,5,2017
45523,2017-04-23,Wollongong,15.5,22.5,0.0,4.4,5.2,SSE,17.0,SSW,SSE,9.0,9.0,77.0,71.0,1023.9,1021.3,6.0,2.0,19.9,21.7,No,0.2398122782952107,0,4,6,2017
45524,2017-04-24,Wollongong,15.3,22.9,0.0,7.4,5.4,N,31.0,E,N,7.0,9.0,74.0,73.0,1022.4,1018.2,1.0,8.0,20.5,21.7,No,0.23724771258090924,0,4,0,2017
45525,2017-04-25,Wollongong,19.4,24.1,0.0,7.2,5.6,NNW,44.0,NE,NNW,24.0,26.0,73.0,69.0,1012.9,1007.3,8.0,8.0,20.1,21.8,No,0.2398122782952107,0,4,1,2017
45526,2017-04-26,Wollongong,15.8,24.0,0.2,6.8,4.7,W,72.0,SSE,W,9.0,30.0,54.0,52.0,1006.0,1003.6,0.0,8.0,19.8,16.4,No,0.23724771258090924,0,4,2,2017
45527,2017-04-27,Wollongong,10.1,18.2,0.0,3.0,9.8,SSW,50.0,SW,SSW,17.0,31.0,46.0,58.0,1015.7,1015.6,7.0,6.0,14.6,17.1,No,0.24563368385068243,0,4,3,2017
45528,2017-04-28,Wollongong,12.0,18.9,0.0,5.0,12.9,SW,35.0,SW,SSE,19.0,17.0,49.0,53.0,1022.9,1020.5,1.0,7.0,15.6,18.4,No,0.24563368385068243,0,4,4,2017
45529,2017-04-29,Wollongong,11.3,20.5,0.0,1.2,1.0,S,24.0,ESE,S,0.0,19.0,55.0,57.0,1020.6,1018.6,6.0,1.0,17.3,19.7,No,0.23871404731580773,0,4,5,2017
45530,2017-04-30,Wollongong,14.7,20.6,0.0,2.6,9.8,SW,26.0,SW,SE,17.0,13.0,63.0,64.0,1023.2,1020.8,7.0,7.0,19.0,19.4,No,0.2398122782952107,0,4,6,2017
45531,2017-05-01,Wollongong,14.8,23.2,0.0,12.0,9.8,NNW,41.0,NNW,NE,31.0,28.0,64.0,74.0,1018.6,1014.0,7.0,7.0,19.2,21.6,No,0.24563368385068243,0,5,0,2017
45532,2017-05-02,Wollongong,15.6,21.9,0.0,7.2,5.5,S,50.0,NW,W,9.0,17.0,56.0,43.0,1016.8,1016.0,7.0,6.0,17.6,21.4,No,0.23274448683712468,0,5,1,2017
45533,2017-05-03,Wollongong,13.6,17.6,0.0,1.1,10.6,SSW,52.0,SSW,SSW,26.0,30.0,60.0,63.0,1027.8,1027.6,1.0,5.0,15.1,17.0,No,0.2398122782952107,1,5,2,2017
45534,2017-05-04,Wollongong,12.0,19.0,8.0,3.0,6.1,SSW,26.0,WSW,SSE,9.0,6.0,76.0,64.0,1032.0,1029.6,8.0,5.0,15.5,18.1,Yes,0.23871404731580773,0,5,3,2017
45535,2017-05-05,Wollongong,13.6,20.9,0.0,16.6,7.7,N,33.0,S,NE,0.0,26.0,67.0,63.0,1031.0,1027.3,7.0,8.0,18.8,19.7,No,0.24563368385068243,0,5,4,2017
45536,2017-05-06,Wollongong,14.6,24.1,0.0,8.0,10.1,N,39.0,NW,N,24.0,15.0,65.0,49.0,1024.8,1020.2,7.0,8.0,18.0,23.1,No,0.24563368385068243,0,5,5,2017
45537,2017-05-07,Wollongong,14.4,19.8,0.0,3.4,11.5,NW,41.0,W,SSE,17.0,17.0,40.0,40.0,1023.4,1023.4,5.0,1.0,16.2,18.5,No,0.23871404731580773,0,5,6,2017
45538,2017-05-08,Wollongong,8.4,17.4,0.0,6.0,12.8,S,41.0,SW,S,19.0,31.0,43.0,52.0,1028.2,1025.8,2.0,3.0,15.0,16.6,No,0.23871404731580773,0,5,0,2017
45539,2017-05-09,Wollongong,12.8,18.0,0.0,2.4,13.0,S,37.0,SW,S,17.0,28.0,48.0,53.0,1026.9,1024.2,7.0,6.0,16.1,17.7,No,0.23871404731580773,0,5,1,2017
45540,2017-05-10,Wollongong,12.2,19.3,0.0,8.0,12.0,SSE,31.0,SW,SSE,19.0,17.0,62.0,61.0,1025.1,1021.9,5.0,5.0,17.1,18.2,No,0.24563368385068243,0,5,2,2017
45541,2017-05-11,Wollongong,12.3,19.1,0.0,7.8,0.2,SSE,33.0,SSW,S,13.0,24.0,65.0,58.0,1024.7,1023.0,3.0,1.0,17.1,18.3,No,0.24563368385068243,0,5,3,2017
45542,2017-05-12,Wollongong,13.6,19.7,0.0,1.2,8.2,N,26.0,SW,SSE,15.0,9.0,66.0,70.0,1027.2,1024.6,2.0,7.0,17.1,18.4,No,0.23871404731580773,0,5,4,2017
45543,2017-05-13,Wollongong,14.2,21.0,0.0,3.4,1.6,ENE,31.0,N,NE,7.0,26.0,70.0,75.0,1024.6,1021.7,0.0,3.0,18.2,19.0,No,0.23871404731580773,0,5,5,2017
45544,2017-05-14,Wollongong,14.4,19.3,0.0,5.8,7.8,SSW,33.0,SW,S,13.0,22.0,82.0,74.0,1022.9,1019.9,8.0,7.0,16.8,18.6,No,0.24563368385068243,1,5,6,2017
45545,2017-05-15,Wollongong,14.0,19.4,3.4,1.4,1.6,SSW,44.0,SSW,SSW,26.0,24.0,76.0,55.0,1017.6,1014.6,7.0,1.0,15.7,18.7,Yes,0.23871404731580773,0,5,0,2017
45546,2017-05-16,Wollongong,13.1,18.9,0.0,5.4,2.7,SSW,41.0,SW,S,15.0,24.0,54.0,55.0,1017.9,1016.4,2.0,4.0,16.2,18.0,No,0.23871404731580773,0,5,1,2017
45547,2017-05-17,Wollongong,10.5,19.8,0.0,7.0,9.4,ENE,26.0,NW,ENE,9.0,20.0,63.0,60.0,1023.2,1021.2,5.0,1.0,17.2,18.8,No,0.23871404731580773,0,5,2,2017
45548,2017-05-18,Wollongong,13.3,20.8,0.0,5.4,6.6,ENE,31.0,S,NNE,9.0,6.0,76.0,69.0,1027.0,1025.0,8.0,4.0,17.4,20.2,No,0.24563368385068243,0,5,3,2017
45549,2017-05-19,Wollongong,17.3,20.1,0.0,2.2,5.0,NE,52.0,NE,NE,22.0,30.0,83.0,87.0,1025.4,1020.9,8.0,8.0,19.0,19.0,No,0.24563368385068243,1,5,4,2017
45550,2017-05-20,Wollongong,16.9,20.7,15.2,6.4,13.3,N,39.0,NNW,S,11.0,9.0,84.0,75.0,1017.7,1015.5,8.0,3.0,17.9,19.6,Yes,0.23274448683712468,0,5,5,2017
45551,2017-05-21,Wollongong,14.5,20.1,0.0,9.2,2.6,WSW,28.0,WSW,SSE,7.0,15.0,59.0,70.0,1020.8,1019.6,2.0,6.0,17.8,19.1,No,0.2398122782952107,0,5,6,2017
45552,2017-05-22,Wollongong,13.1,19.8,0.0,10.8,7.9,ENE,20.0,SW,ENE,6.0,15.0,84.0,75.0,1024.7,1021.9,3.0,8.0,17.6,18.6,No,0.23274448683712468,0,5,0,2017
45553,2017-05-23,Wollongong,15.6,22.9,0.0,10.8,10.8,NNW,31.0,NW,NE,20.0,26.0,74.0,78.0,1021.7,1016.5,6.0,8.0,18.8,20.4,No,0.23871404731580773,1,5,1,2017
45554,2017-05-24,Wollongong,14.9,21.5,3.4,1.2,8.5,W,52.0,W,WSW,4.0,24.0,77.0,34.0,1014.3,1012.9,8.0,1.0,16.4,20.4,Yes,0.24563368385068243,0,5,2,2017
45555,2017-05-25,Wollongong,11.4,18.8,0.0,0.6,10.5,WSW,30.0,NW,ENE,9.0,7.0,60.0,46.0,1021.2,1018.6,1.0,5.0,16.7,18.4,No,0.23871404731580773,0,5,3,2017
45556,2017-05-26,Wollongong,11.1,18.9,0.0,4.0,10.8,S,30.0,NW,S,0.0,20.0,68.0,65.0,1021.2,1020.0,6.0,6.0,14.3,18.2,No,0.24563368385068243,0,5,4,2017
45557,2017-05-27,Wollongong,12.7,19.7,0.0,1.8,5.6,N,28.0,SW,NNE,9.0,7.0,82.0,70.0,1021.9,1017.4,8.0,7.0,16.9,19.0,No,0.23871404731580773,0,5,5,2017
45558,2017-05-28,Wollongong,12.7,22.1,0.0,2.2,12.7,WNW,46.0,NNE,NNW,11.0,17.0,64.0,41.0,1012.4,1008.3,1.0,2.0,17.6,21.4,No,0.24563368385068243,0,5,6,2017
45559,2017-05-29,Wollongong,11.6,16.9,0.2,1.6,12.5,WNW,65.0,WSW,WSW,20.0,17.0,46.0,33.0,1017.2,1018.4,7.0,4.0,12.3,16.4,No,0.23871404731580773,0,5,0,2017
45560,2017-05-30,Wollongong,8.4,17.9,0.0,3.4,1.6,W,39.0,W,SW,20.0,19.0,53.0,42.0,1021.7,1019.6,6.0,6.0,11.8,17.3,No,0.23871404731580773,1,5,1,2017
45561,2017-05-31,Wollongong,10.0,14.9,0.0,5.4,0.9,SSW,56.0,SW,SW,24.0,33.0,58.0,46.0,1026.6,1027.0,6.0,1.0,11.5,14.3,No,0.23871404731580773,0,5,2,2017
45562,2017-06-01,Wollongong,10.3,16.4,0.0,4.6,11.2,S,43.0,SW,S,26.0,31.0,49.0,50.0,1032.9,1031.7,0.0,1.0,12.9,15.7,No,0.23724771258090924,0,6,3,2017
45563,2017-06-02,Wollongong,11.2,17.1,0.2,4.6,1.7,SW,46.0,SW,S,20.0,30.0,52.0,53.0,1032.7,1031.0,8.0,7.0,14.3,16.1,No,0.23724771258090924,1,6,4,2017
45564,2017-06-03,Wollongong,12.4,17.1,0.0,6.7,11.5,SSW,39.0,SW,SSW,22.0,30.0,62.0,66.0,1031.5,1029.2,7.0,8.0,15.1,16.2,No,0.2398122782952107,0,6,5,2017
45565,2017-06-04,Wollongong,12.9,17.6,0.0,8.0,8.5,S,28.0,SSW,SSE,15.0,13.0,69.0,67.0,1028.2,1024.6,4.0,6.0,15.9,16.5,No,0.23871404731580773,0,6,6,2017
45566,2017-06-05,Wollongong,9.5,17.5,0.2,2.8,13.0,NW,44.0,W,ENE,2.0,7.0,72.0,57.0,1024.7,1021.4,2.0,6.0,14.2,17.2,No,0.2398122782952107,0,6,0,2017
45567,2017-06-06,Wollongong,10.7,16.4,0.0,1.4,10.3,SW,59.0,W,SSW,17.0,17.0,60.0,42.0,1018.7,1017.9,8.0,2.0,13.0,15.6,No,0.24563368385068243,1,6,1,2017
45568,2017-06-07,Wollongong,9.3,15.6,0.0,4.4,9.6,SW,70.0,SW,SSW,22.0,35.0,94.0,83.0,1021.8,1021.3,8.0,5.0,11.2,15.0,No,0.23274448683712468,1,6,2,2017
45569,2017-06-08,Wollongong,11.2,17.5,4.4,8.0,6.2,SSW,43.0,SW,SSW,20.0,35.0,87.0,77.0,1025.3,1024.5,7.0,1.0,14.4,16.9,Yes,0.23724771258090924,1,6,3,2017
45570,2017-06-09,Wollongong,12.8,17.4,5.2,2.6,1.4,ESE,57.0,SSW,SSW,13.0,31.0,85.0,82.0,1028.3,1028.3,8.0,3.0,15.3,16.5,Yes,0.23871404731580773,1,6,4,2017
45571,2017-06-10,Wollongong,14.2,17.1,25.0,8.0,11.4,SE,50.0,SSE,SSW,30.0,13.0,75.0,93.0,1033.1,1031.1,8.0,8.0,17.0,14.6,Yes,0.23724771258090924,1,6,5,2017
45572,2017-06-11,Wollongong,12.9,18.4,40.4,4.0,9.5,NW,28.0,SSW,NNE,6.0,9.0,87.0,81.0,1029.1,1025.6,7.0,8.0,15.6,16.7,Yes,0.2398122782952107,0,6,6,2017
45573,2017-06-12,Wollongong,11.8,18.8,0.2,2.2,8.6,S,31.0,NW,S,11.0,26.0,74.0,76.0,1024.8,1024.3,7.0,5.0,16.2,16.8,No,0.24563368385068243,0,6,0,2017
45574,2017-06-13,Wollongong,11.7,17.2,0.0,2.4,9.3,S,35.0,SW,S,19.0,24.0,76.0,69.0,1030.5,1029.7,8.0,8.0,15.3,16.2,No,0.2398122782952107,0,6,1,2017
45575,2017-06-14,Wollongong,13.9,18.7,0.0,6.0,9.5,NNW,20.0,SW,NNE,7.0,11.0,75.0,74.0,1031.5,1027.9,8.0,3.0,16.2,17.7,No,0.23871404731580773,0,6,2,2017
45576,2017-06-15,Wollongong,11.7,19.3,0.0,3.6,9.0,WNW,22.0,NNE,NE,0.0,9.0,77.0,75.0,1027.6,1024.3,8.0,2.0,15.1,18.7,No,0.23724771258090924,0,6,3,2017
45577,2017-06-16,Wollongong,11.4,17.1,0.0,4.8,10.3,S,30.0,WSW,S,13.0,20.0,73.0,78.0,1025.9,1023.8,7.0,8.0,14.5,16.3,No,0.23274448683712468,0,6,4,2017
45578,2017-06-17,Wollongong,13.4,17.3,0.0,3.8,4.9,SSW,30.0,SW,SSW,15.0,17.0,72.0,76.0,1024.9,1022.2,8.0,8.0,15.3,16.7,No,0.24563368385068243,0,6,5,2017
45579,2017-06-18,Wollongong,12.6,16.9,0.0,4.4,13.2,SSW,56.0,SW,S,28.0,41.0,79.0,65.0,1026.6,1027.5,6.0,2.0,14.7,15.6,No,0.2398122782952107,0,6,6,2017
45580,2017-06-19,Wollongong,12.7,17.5,0.0,10.6,0.0,S,35.0,SW,SSE,22.0,28.0,65.0,74.0,1030.7,1028.6,8.0,1.0,15.5,17.0,No,0.23871404731580773,0,6,0,2017
48931,2017-03-26,Canberra,10.0,28.4,0.6,6.6,11.2,ENE,26.0,SE,SW,9.0,9.0,86.0,36.0,1016.5,1014.0,7.0,6.0,15.6,27.9,No,0.17859808391973847,0,3,6,2017
48932,2017-03-27,Canberra,12.8,29.9,0.0,2.2,7.7,WNW,59.0,ENE,NW,0.0,30.0,99.0,46.0,1015.9,1010.6,4.0,1.0,16.0,28.6,No,0.1895081341034948,0,3,0,2017
48933,2017-03-28,Canberra,15.9,27.3,0.4,0.4,3.5,NNW,33.0,N,NNW,9.0,11.0,85.0,41.0,1013.4,1011.1,3.0,8.0,18.0,26.5,No,0.18526551522362505,0,3,1,2017
48934,2017-03-29,Canberra,8.4,27.5,0.0,0.6,11.1,NNW,41.0,NNW,NW,7.0,22.0,99.0,23.0,1012.5,1008.4,8.0,6.0,10.9,26.6,No,0.18526551522362505,0,3,2,2017
48935,2017-03-30,Canberra,10.8,22.7,0.0,8.0,1.8,SSW,48.0,WSW,SSE,6.0,20.0,84.0,58.0,1009.1,1007.6,7.0,8.0,16.2,19.7,No,0.17859808391973847,1,3,3,2017
48936,2017-03-31,Canberra,7.2,20.2,7.6,10.0,12.1,E,33.0,S,S,19.0,9.0,63.0,40.0,1018.0,1015.3,8.0,1.0,10.6,18.7,Yes,0.1817980339371308,1,3,4,2017
48937,2017-04-01,Canberra,5.6,22.3,0.0,0.6,0.0,ENE,35.0,SE,WSW,0.0,11.0,99.0,32.0,1017.6,1017.3,7.0,8.0,9.2,20.6,No,0.17859808391973847,0,4,5,2017
48938,2017-04-02,Canberra,9.1,20.4,0.0,7.0,11.3,SSW,30.0,SSE,NE,13.0,13.0,61.0,41.0,1026.8,1024.8,8.0,5.0,15.1,19.5,No,0.18608328487843728,0,4,6,2017
48939,2017-04-03,Canberra,4.5,18.4,0.0,8.0,9.4,ESE,41.0,S,ESE,19.0,22.0,70.0,49.0,1030.5,1028.5,8.0,6.0,13.0,17.7,No,0.17859808391973847,0,4,0,2017
48940,2017-04-04,Canberra,5.7,18.7,0.0,2.0,6.2,ESE,41.0,SSE,SE,17.0,20.0,64.0,56.0,1030.2,1027.8,1.0,5.0,14.2,17.8,No,0.18526551522362505,0,4,1,2017
48941,2017-04-05,Canberra,3.7,19.2,0.0,13.0,1.0,E,28.0,SSE,NE,9.0,15.0,78.0,51.0,1028.1,1023.5,8.0,8.0,12.7,18.1,No,0.18608328487843728,0,4,2,2017
48942,2017-04-06,Canberra,4.1,21.3,0.0,9.2,2.9,NE,26.0,SW,NNW,6.0,15.0,73.0,34.0,1026.9,1023.4,8.0,1.0,13.6,21.0,No,0.17859808391973847,0,4,3,2017
48943,2017-04-07,Canberra,3.3,21.4,0.0,6.6,0.9,NNE,28.0,SE,NE,7.0,15.0,73.0,35.0,1028.9,1025.1,3.0,8.0,13.8,20.5,No,0.18526551522362505,0,4,4,2017
48944,2017-04-08,Canberra,5.0,22.5,0.0,32.0,10.0,W,30.0,SW,NW,4.0,15.0,71.0,40.0,1026.5,1020.5,1.0,2.0,13.8,21.1,No,0.17859808391973847,0,4,5,2017
48945,2017-04-09,Canberra,6.8,18.7,0.6,5.2,3.6,NNW,44.0,WSW,WNW,9.0,28.0,85.0,90.0,1015.0,1006.2,8.0,8.0,13.5,13.8,No,0.1817980339371308,1,4,6,2017
48946,2017-04-10,Canberra,5.8,15.0,13.0,0.8,9.5,NNW,43.0,NW,WNW,19.0,7.0,77.0,57.0,1006.9,1009.2,8.0,8.0,9.1,13.8,Yes,0.1895081341034948,1,4,0,2017
48947,2017-04-11,Canberra,5.9,19.9,1.6,3.6,3.2,S,43.0,S,SSE,24.0,20.0,59.0,49.0,1019.9,1019.2,8.0,7.0,14.5,18.5,Yes,0.18526551522362505,0,4,1,2017
